tag 1,tag 2,destek,guven,lift
"frozenset({'deep-learning', '3d', 'computer-vision'})",0.005319148936170213,0.005319148936170213,1.0,9.894736842105264
"frozenset({'machine-learning', '3d', 'computer-vision'})",0.005319148936170213,0.005319148936170213,1.0,18.8
"frozenset({'python', '3d', 'computer-vision'})",0.005319148936170213,0.005319148936170213,1.0,7.833333333333334
"frozenset({'pytorch', '3d', 'computer-vision'})",0.005319148936170213,0.005319148936170213,1.0,18.8
"frozenset({'tensorflow', '3d', 'computer-vision'})",0.005319148936170213,0.005319148936170213,1.0,23.5
"frozenset({'deep-learning', 'machine-learning', '3d'})",0.005319148936170213,0.005319148936170213,1.0,18.8
"frozenset({'python', 'deep-learning', '3d'})",0.005319148936170213,0.005319148936170213,1.0,7.833333333333334
"frozenset({'deep-learning', 'pytorch', '3d'})",0.005319148936170213,0.005319148936170213,1.0,18.8
"frozenset({'deep-learning', 'tensorflow', '3d'})",0.005319148936170213,0.005319148936170213,1.0,23.5
"frozenset({'python', 'machine-learning', '3d'})",0.005319148936170213,0.005319148936170213,1.0,7.833333333333334
"frozenset({'pytorch', 'machine-learning', '3d'})",0.005319148936170213,0.005319148936170213,1.0,18.8
"frozenset({'tensorflow', 'machine-learning', '3d'})",0.005319148936170213,0.005319148936170213,1.0,23.5
"frozenset({'python', 'pytorch', '3d'})",0.005319148936170213,0.005319148936170213,1.0,18.8
"frozenset({'python', 'tensorflow', '3d'})",0.005319148936170213,0.005319148936170213,1.0,23.5
"frozenset({'pytorch', 'tensorflow', '3d'})",0.005319148936170213,0.005319148936170213,1.0,23.5
"frozenset({'algorithms', 'android', 'c'})",0.005319148936170213,0.005319148936170213,1.0,26.857142857142858
"frozenset({'algorithms', 'android', 'cpp'})",0.005319148936170213,0.005319148936170213,1.0,31.333333333333336
"frozenset({'algorithms', 'android', 'hacktoberfest'})",0.005319148936170213,0.005319148936170213,1.0,5.875
"frozenset({'algorithms', 'android', 'java'})",0.005319148936170213,0.005319148936170213,1.0,17.09090909090909
"frozenset({'javascript', 'algorithms', 'android'})",0.005319148936170213,0.005319148936170213,1.0,6.962962962962962
"frozenset({'kotlin', 'algorithms', 'android'})",0.005319148936170213,0.005319148936170213,1.0,20.88888888888889
"frozenset({'algorithms', 'android', 'php'})",0.005319148936170213,0.005319148936170213,1.0,26.857142857142858
"frozenset({'python', 'algorithms', 'android'})",0.005319148936170213,0.005319148936170213,1.0,7.833333333333334
"frozenset({'algorithms', 'c', 'cpp'})",0.010638297872340425,0.010638297872340425,0.5,47.0
"frozenset({'algorithms', 'c', 'deep-learning'})",0.005319148936170213,0.005319148936170213,0.5,4.947368421052632
"frozenset({'go', 'algorithms', 'c'})",0.005319148936170213,0.005319148936170213,0.5,7.230769230769231
"frozenset({'algorithms', 'hacktoberfest', 'c'})",0.005319148936170213,0.005319148936170213,1.0,26.857142857142858
"frozenset({'algorithms', 'c', 'java'})",0.010638297872340425,0.010638297872340425,0.5,23.5
"frozenset({'javascript', 'algorithms', 'c'})",0.005319148936170213,0.005319148936170213,0.5,3.481481481481481
"frozenset({'algorithms', 'kotlin', 'c'})",0.005319148936170213,0.005319148936170213,0.5,10.444444444444445
"frozenset({'algorithms', 'c', 'php'})",0.005319148936170213,0.005319148936170213,0.5,13.428571428571429
"frozenset({'python', 'algorithms', 'c'})",0.010638297872340425,0.010638297872340425,0.5,31.333333333333336
"frozenset({'algorithms', 'swift', 'c'})",0.005319148936170213,0.005319148936170213,0.5,10.444444444444445
"frozenset({'deep-learning', 'algorithms', 'cpp'})",0.005319148936170213,0.005319148936170213,0.5,4.947368421052632
"frozenset({'go', 'algorithms', 'cpp'})",0.005319148936170213,0.005319148936170213,0.5,7.230769230769231
"frozenset({'algorithms', 'hacktoberfest', 'cpp'})",0.005319148936170213,0.005319148936170213,1.0,31.333333333333336
"frozenset({'algorithms', 'java', 'cpp'})",0.010638297872340425,0.010638297872340425,0.5,31.333333333333336
"frozenset({'javascript', 'algorithms', 'cpp'})",0.005319148936170213,0.005319148936170213,0.5,3.481481481481481
"frozenset({'algorithms', 'kotlin', 'cpp'})",0.005319148936170213,0.005319148936170213,0.5,10.444444444444445
"frozenset({'algorithms', 'php', 'cpp'})",0.005319148936170213,0.005319148936170213,0.5,13.428571428571429
"frozenset({'python', 'algorithms', 'cpp'})",0.010638297872340425,0.010638297872340425,0.5,23.5
"frozenset({'algorithms', 'swift', 'cpp'})",0.005319148936170213,0.005319148936170213,0.5,10.444444444444445
"frozenset({'go', 'algorithms', 'deep-learning'})",0.005319148936170213,0.005319148936170213,1.0,14.461538461538462
"frozenset({'algorithms', 'java', 'deep-learning'})",0.005319148936170213,0.005319148936170213,1.0,17.09090909090909
"frozenset({'python', 'algorithms', 'deep-learning'})",0.005319148936170213,0.005319148936170213,1.0,7.833333333333334
"frozenset({'algorithms', 'swift', 'deep-learning'})",0.005319148936170213,0.005319148936170213,1.0,20.88888888888889
"frozenset({'go', 'algorithms', 'java'})",0.005319148936170213,0.005319148936170213,1.0,17.09090909090909
"frozenset({'go', 'algorithms', 'python'})",0.005319148936170213,0.005319148936170213,1.0,7.833333333333334
"frozenset({'go', 'algorithms', 'swift'})",0.005319148936170213,0.005319148936170213,1.0,20.88888888888889
"frozenset({'algorithms', 'hacktoberfest', 'java'})",0.005319148936170213,0.005319148936170213,1.0,17.09090909090909
"frozenset({'javascript', 'algorithms', 'hacktoberfest'})",0.005319148936170213,0.005319148936170213,1.0,6.962962962962962
"frozenset({'kotlin', 'algorithms', 'hacktoberfest'})",0.005319148936170213,0.005319148936170213,1.0,20.88888888888889
"frozenset({'algorithms', 'hacktoberfest', 'php'})",0.005319148936170213,0.005319148936170213,1.0,26.857142857142858
"frozenset({'python', 'algorithms', 'hacktoberfest'})",0.005319148936170213,0.005319148936170213,1.0,7.833333333333334
"frozenset({'javascript', 'algorithms', 'java'})",0.005319148936170213,0.005319148936170213,0.5,3.481481481481481
"frozenset({'algorithms', 'kotlin', 'java'})",0.005319148936170213,0.005319148936170213,0.5,10.444444444444445
"frozenset({'algorithms', 'php', 'java'})",0.005319148936170213,0.005319148936170213,0.5,13.428571428571429
"frozenset({'python', 'algorithms', 'java'})",0.010638297872340425,0.010638297872340425,0.5,15.666666666666668
"frozenset({'algorithms', 'swift', 'java'})",0.005319148936170213,0.005319148936170213,0.5,10.444444444444445
"frozenset({'javascript', 'algorithms', 'kotlin'})",0.005319148936170213,0.005319148936170213,0.5,10.444444444444445
"frozenset({'javascript', 'algorithms', 'php'})",0.005319148936170213,0.005319148936170213,0.5,13.428571428571429
"frozenset({'javascript', 'python', 'algorithms'})",0.005319148936170213,0.005319148936170213,0.5,3.916666666666667
"frozenset({'javascript', 'algorithms', 'react'})",0.005319148936170213,0.005319148936170213,0.5,3.916666666666667
"frozenset({'algorithms', 'kotlin', 'php'})",0.005319148936170213,0.005319148936170213,1.0,26.857142857142858
"frozenset({'python', 'algorithms', 'kotlin'})",0.005319148936170213,0.005319148936170213,1.0,7.833333333333334
"frozenset({'python', 'algorithms', 'php'})",0.005319148936170213,0.005319148936170213,1.0,7.833333333333334
"frozenset({'python', 'algorithms', 'swift'})",0.005319148936170213,0.005319148936170213,0.5,10.444444444444445
"frozenset({'api', 'android', 'kotlin'})",0.005319148936170213,0.005319148936170213,1.0,20.88888888888889
"frozenset({'cpp', 'android', 'c'})",0.005319148936170213,0.005319148936170213,0.5,15.666666666666668
"frozenset({'hacktoberfest', 'android', 'c'})",0.005319148936170213,0.005319148936170213,0.5,13.428571428571429
"frozenset({'android', 'c', 'ios'})",0.005319148936170213,0.005319148936170213,0.5,6.714285714285714
"frozenset({'android', 'c', 'java'})",0.005319148936170213,0.005319148936170213,0.5,8.545454545454545
"frozenset({'javascript', 'android', 'c'})",0.005319148936170213,0.005319148936170213,0.5,3.481481481481481
"frozenset({'kotlin', 'android', 'c'})",0.005319148936170213,0.005319148936170213,0.5,10.444444444444445
"frozenset({'android', 'linux', 'c'})",0.005319148936170213,0.005319148936170213,0.5,7.230769230769231
"frozenset({'android', 'c', 'php'})",0.005319148936170213,0.005319148936170213,0.5,13.428571428571429
"frozenset({'python', 'android', 'c'})",0.005319148936170213,0.005319148936170213,0.5,3.916666666666667
"frozenset({'windows', 'android', 'c'})",0.005319148936170213,0.005319148936170213,0.5,31.333333333333336
"frozenset({'cpp', 'android', 'hacktoberfest'})",0.010638297872340425,0.010638297872340425,1.0,5.875
"frozenset({'cpp', 'android', 'ios'})",0.005319148936170213,0.005319148936170213,0.5,6.714285714285714
"frozenset({'cpp', 'android', 'java'})",0.005319148936170213,0.005319148936170213,0.5,8.545454545454545
"frozenset({'javascript', 'cpp', 'android'})",0.010638297872340425,0.010638297872340425,1.0,6.962962962962962
"frozenset({'kotlin', 'cpp', 'android'})",0.005319148936170213,0.005319148936170213,0.5,10.444444444444445
"frozenset({'cpp', 'android', 'open-source'})",0.005319148936170213,0.005319148936170213,0.5,13.428571428571429
"frozenset({'cpp', 'android', 'php'})",0.005319148936170213,0.005319148936170213,0.5,13.428571428571429
"frozenset({'python', 'cpp', 'android'})",0.005319148936170213,0.005319148936170213,0.5,3.916666666666667
"frozenset({'deep-learning', 'pytorch', 'android'})",0.005319148936170213,0.005319148936170213,1.0,18.8
"frozenset({'ios', 'android', 'flutter'})",0.005319148936170213,0.005319148936170213,1.0,13.428571428571429
"frozenset({'hacktoberfest', 'android', 'ios'})",0.005319148936170213,0.005319148936170213,0.5,6.714285714285714
"frozenset({'hacktoberfest', 'android', 'java'})",0.005319148936170213,0.005319148936170213,0.5,8.545454545454545
"frozenset({'javascript', 'hacktoberfest', 'android'})",0.010638297872340425,0.010638297872340425,1.0,6.962962962962962
"frozenset({'kotlin', 'hacktoberfest', 'android'})",0.005319148936170213,0.005319148936170213,0.5,10.444444444444445
"frozenset({'hacktoberfest', 'android', 'open-source'})",0.005319148936170213,0.005319148936170213,0.5,13.428571428571429
"frozenset({'hacktoberfest', 'android', 'php'})",0.005319148936170213,0.005319148936170213,0.5,13.428571428571429
"frozenset({'python', 'hacktoberfest', 'android'})",0.005319148936170213,0.005319148936170213,0.5,3.916666666666667
"frozenset({'javascript', 'android', 'ios'})",0.005319148936170213,0.005319148936170213,0.5,6.714285714285714
"frozenset({'android', 'linux', 'ios'})",0.005319148936170213,0.005319148936170213,0.5,6.714285714285714
"frozenset({'open-source', 'android', 'ios'})",0.005319148936170213,0.005319148936170213,1.0,13.428571428571429
"frozenset({'windows', 'android', 'ios'})",0.005319148936170213,0.005319148936170213,1.0,13.428571428571429
"frozenset({'javascript', 'android', 'java'})",0.005319148936170213,0.005319148936170213,0.5,3.481481481481481
"frozenset({'kotlin', 'android', 'java'})",0.005319148936170213,0.005319148936170213,0.5,10.444444444444445
"frozenset({'android', 'php', 'java'})",0.005319148936170213,0.005319148936170213,0.5,13.428571428571429
"frozenset({'python', 'android', 'java'})",0.005319148936170213,0.005319148936170213,0.5,3.916666666666667
"frozenset({'javascript', 'kotlin', 'android'})",0.005319148936170213,0.005319148936170213,0.5,10.444444444444445
"frozenset({'javascript', 'open-source', 'android'})",0.005319148936170213,0.005319148936170213,0.5,13.428571428571429
"frozenset({'javascript', 'android', 'php'})",0.005319148936170213,0.005319148936170213,0.5,13.428571428571429
"frozenset({'javascript', 'python', 'android'})",0.005319148936170213,0.005319148936170213,0.5,3.916666666666667
"frozenset({'kotlin', 'android', 'php'})",0.005319148936170213,0.005319148936170213,1.0,20.88888888888889
"frozenset({'python', 'android', 'linux'})",0.005319148936170213,0.005319148936170213,0.5,3.916666666666667
"frozenset({'windows', 'android', 'linux'})",0.005319148936170213,0.005319148936170213,0.5,31.333333333333336
"frozenset({'python', 'android', 'php'})",0.005319148936170213,0.005319148936170213,1.0,7.833333333333334
"frozenset({'api', 'library', 'java'})",0.005319148936170213,0.005319148936170213,1.0,62.66666666666667
"frozenset({'javascript', 'api', 'js'})",0.005319148936170213,0.005319148936170213,1.0,47.0
"frozenset({'javascript', 'api', 'typescript'})",0.005319148936170213,0.005319148936170213,1.0,10.444444444444445
"frozenset({'api', 'typescript', 'js'})",0.005319148936170213,0.005319148936170213,1.0,10.444444444444445
"frozenset({'api', 'rust', 'swift'})",0.005319148936170213,0.005319148936170213,1.0,20.88888888888889
"frozenset({'api', 'rust', 'webassembly'})",0.005319148936170213,0.005319148936170213,1.0,62.66666666666667
"frozenset({'api', 'swift', 'webassembly'})",0.005319148936170213,0.005319148936170213,1.0,62.66666666666667
"frozenset({'attention-mechanism', 'artificial-intelligence', 'computer-vision'})",0.010638297872340425,0.010638297872340425,1.0,31.333333333333336
"frozenset({'deep-learning', 'attention-mechanism', 'artificial-intelligence'})",0.015957446808510637,0.015957446808510637,0.5,15.666666666666668
"frozenset({'attention-mechanism', 'artificial-intelligence', 'transformers'})",0.015957446808510637,0.015957446808510637,0.5,18.8
"frozenset({'deep-learning', 'artificial-intelligence', 'computer-vision'})",0.005319148936170213,0.005319148936170213,0.5,4.947368421052632
"frozenset({'artificial-intelligence', 'transformers', 'computer-vision'})",0.005319148936170213,0.005319148936170213,0.5,13.428571428571429
"frozenset({'deep-learning', 'machine-learning', 'artificial-intelligence'})",0.015957446808510637,0.015957446808510637,0.5,9.4
"frozenset({'python', 'deep-learning', 'artificial-intelligence'})",0.010638297872340425,0.010638297872340425,1.0,9.894736842105264
"frozenset({'deep-learning', 'pytorch', 'artificial-intelligence'})",0.010638297872340425,0.010638297872340425,1.0,9.894736842105264
"frozenset({'deep-learning', 'tensorflow', 'artificial-intelligence'})",0.010638297872340425,0.010638297872340425,1.0,9.894736842105264
"frozenset({'deep-learning', 'artificial-intelligence', 'transformers'})",0.02127659574468085,0.02127659574468085,0.4444444444444444,16.71111111111111
"frozenset({'python', 'machine-learning', 'artificial-intelligence'})",0.010638297872340425,0.010638297872340425,0.6666666666666667,5.222222222222223
"frozenset({'pytorch', 'machine-learning', 'artificial-intelligence'})",0.010638297872340425,0.010638297872340425,0.6666666666666667,12.533333333333335
"frozenset({'tensorflow', 'machine-learning', 'artificial-intelligence'})",0.010638297872340425,0.010638297872340425,0.6666666666666667,15.66666666666667
"frozenset({'machine-learning', 'artificial-intelligence', 'transformers'})",0.010638297872340425,0.010638297872340425,0.6666666666666667,17.90476190476191
"frozenset({'python', 'pytorch', 'artificial-intelligence'})",0.010638297872340425,0.010638297872340425,1.0,18.8
"frozenset({'python', 'tensorflow', 'artificial-intelligence'})",0.010638297872340425,0.010638297872340425,1.0,23.5
"frozenset({'python', 'artificial-intelligence', 'transformers'})",0.010638297872340425,0.010638297872340425,1.0,26.857142857142858
"frozenset({'pytorch', 'tensorflow', 'artificial-intelligence'})",0.010638297872340425,0.010638297872340425,1.0,23.5
"frozenset({'pytorch', 'artificial-intelligence', 'transformers'})",0.010638297872340425,0.010638297872340425,1.0,26.857142857142858
"frozenset({'tensorflow', 'artificial-intelligence', 'transformers'})",0.010638297872340425,0.010638297872340425,1.0,26.857142857142858
"frozenset({'deep-learning', 'attention-mechanism', 'computer-vision'})",0.005319148936170213,0.005319148936170213,0.5,4.947368421052632
"frozenset({'attention-mechanism', 'transformers', 'computer-vision'})",0.005319148936170213,0.005319148936170213,0.5,13.428571428571429
"frozenset({'python', 'deep-learning', 'attention-mechanism'})",0.005319148936170213,0.005319148936170213,1.0,9.894736842105264
"frozenset({'deep-learning', 'pytorch', 'attention-mechanism'})",0.005319148936170213,0.005319148936170213,1.0,9.894736842105264
"frozenset({'deep-learning', 'attention-mechanism', 'transformers'})",0.015957446808510637,0.015957446808510637,0.5,18.8
"frozenset({'python', 'pytorch', 'attention-mechanism'})",0.005319148936170213,0.005319148936170213,1.0,18.8
"frozenset({'python', 'attention-mechanism', 'transformers'})",0.005319148936170213,0.005319148936170213,1.0,26.857142857142858
"frozenset({'pytorch', 'attention-mechanism', 'transformers'})",0.005319148936170213,0.005319148936170213,1.0,26.857142857142858
"frozenset({'awesome', 'awesome-list', 'flutter'})",0.005319148936170213,0.005319148936170213,1.0,37.6
"frozenset({'awesome', 'awesome-list', 'ios'})",0.005319148936170213,0.005319148936170213,1.0,37.6
"frozenset({'ios14', 'awesome', 'awesome-list'})",0.005319148936170213,0.005319148936170213,1.0,37.6
"frozenset({'awesome', 'awesome-list', 'scriptable'})",0.005319148936170213,0.005319148936170213,1.0,37.6
"frozenset({'widget', 'awesome', 'awesome-list'})",0.005319148936170213,0.005319148936170213,1.0,37.6
"frozenset({'awesome', 'go', 'golang'})",0.005319148936170213,0.005319148936170213,1.0,11.058823529411764
"frozenset({'awesome', 'go', 'hacktoberfest'})",0.005319148936170213,0.005319148936170213,1.0,5.875
"frozenset({'awesome', 'go', 'hacktoberfest2020'})",0.005319148936170213,0.005319148936170213,1.0,9.4
"frozenset({'awesome', 'hacktoberfest', 'golang'})",0.005319148936170213,0.005319148936170213,1.0,5.875
"frozenset({'awesome', 'golang', 'hacktoberfest2020'})",0.005319148936170213,0.005319148936170213,1.0,9.4
"frozenset({'awesome', 'hacktoberfest', 'hacktoberfest2020'})",0.005319148936170213,0.005319148936170213,1.0,9.4
"frozenset({'ios14', 'awesome', 'ios'})",0.005319148936170213,0.005319148936170213,1.0,26.857142857142858
"frozenset({'awesome', 'scriptable', 'ios'})",0.005319148936170213,0.005319148936170213,1.0,37.6
"frozenset({'widget', 'awesome', 'ios'})",0.005319148936170213,0.005319148936170213,1.0,26.857142857142858
"frozenset({'ios14', 'awesome', 'scriptable'})",0.005319148936170213,0.005319148936170213,1.0,37.6
"frozenset({'ios14', 'awesome', 'widget'})",0.005319148936170213,0.005319148936170213,1.0,26.857142857142858
"frozenset({'awesome', 'react', 'reactjs'})",0.005319148936170213,0.005319148936170213,1.0,37.6
"frozenset({'widget', 'awesome', 'scriptable'})",0.005319148936170213,0.005319148936170213,1.0,26.857142857142858
"frozenset({'awesome-list', 'transformers', 'computer-vision'})",0.005319148936170213,0.005319148936170213,1.0,26.857142857142858
"frozenset({'ios14', 'awesome-list', 'ios'})",0.005319148936170213,0.005319148936170213,1.0,26.857142857142858
"frozenset({'awesome-list', 'scriptable', 'ios'})",0.005319148936170213,0.005319148936170213,1.0,37.6
"frozenset({'widget', 'awesome-list', 'ios'})",0.005319148936170213,0.005319148936170213,1.0,26.857142857142858
"frozenset({'ios14', 'awesome-list', 'scriptable'})",0.005319148936170213,0.005319148936170213,1.0,37.6
"frozenset({'ios14', 'widget', 'awesome-list'})",0.005319148936170213,0.005319148936170213,1.0,26.857142857142858
"frozenset({'widget', 'awesome-list', 'scriptable'})",0.005319148936170213,0.005319148936170213,1.0,26.857142857142858
"frozenset({'cpp', 'c', 'deep-learning'})",0.005319148936170213,0.005319148936170213,0.5,4.947368421052632
"frozenset({'go', 'cpp', 'c'})",0.005319148936170213,0.005319148936170213,0.5,7.230769230769231
"frozenset({'cpp', 'hacktoberfest', 'c'})",0.005319148936170213,0.005319148936170213,0.5,15.666666666666668
"frozenset({'cpp', 'c', 'java'})",0.010638297872340425,0.010638297872340425,1.0,17.09090909090909
"frozenset({'javascript', 'cpp', 'c'})",0.005319148936170213,0.005319148936170213,0.5,3.481481481481481
"frozenset({'cpp', 'kotlin', 'c'})",0.005319148936170213,0.005319148936170213,0.5,10.444444444444445
"frozenset({'cpp', 'c', 'php'})",0.005319148936170213,0.005319148936170213,0.5,13.428571428571429
"frozenset({'python', 'cpp', 'c'})",0.010638297872340425,0.010638297872340425,1.0,7.833333333333334
"frozenset({'cpp', 'swift', 'c'})",0.005319148936170213,0.005319148936170213,0.5,10.444444444444445
"frozenset({'go', 'deep-learning', 'c'})",0.005319148936170213,0.005319148936170213,0.5,7.230769230769231
"frozenset({'deep-learning', 'c', 'java'})",0.005319148936170213,0.005319148936170213,0.5,8.545454545454545
"frozenset({'deep-learning', 'c', 'library'})",0.005319148936170213,0.005319148936170213,0.5,31.333333333333336
"frozenset({'deep-learning', 'machine-learning', 'c'})",0.005319148936170213,0.005319148936170213,0.5,9.4
"frozenset({'python', 'deep-learning', 'c'})",0.005319148936170213,0.005319148936170213,0.5,3.916666666666667
"frozenset({'deep-learning', 'swift', 'c'})",0.005319148936170213,0.005319148936170213,0.5,10.444444444444445
"frozenset({'go', 'c', 'java'})",0.005319148936170213,0.005319148936170213,1.0,17.09090909090909
"frozenset({'go', 'python', 'c'})",0.005319148936170213,0.005319148936170213,1.0,7.833333333333334
"frozenset({'go', 'swift', 'c'})",0.005319148936170213,0.005319148936170213,1.0,20.88888888888889
